msno,city,bd,gender,registered_via,registration_init_time,expiration_date,membership_days,age_group,registration_year,reg_month,reg_weekday
rPWcTeOCexhKjZP3VGNZig/b8AAkuYpVH772GCSG0So=,13,42,female,9,2011-03-02,2017-09-30,2404,40s,2011,3,2
wM71joNmQKBFasAncfRTLjI9D/J+OnnKYNLW58FFB0E=,22,23,male,7,2014-08-14,2017-09-10,1123,20s,2014,8,3
ogqKTt+vko5PbOfjGZ78sj5ZC1DD+Q07DpWU+zlvoY4=,22,20,female,3,2017-01-26,2017-01-29,3,10s,2017,1,3
Rd0gb6AkmabQRUnm1QuuXt+EkFyh9j1AEB+VsTJn4uc=,13,25,male,7,2013-05-10,2017-10-01,1605,20s,2013,5,4
W4DF/5Pbg62WHc/QSS1vPihJieMKFSrjPIJfHMqKuDg=,10,24,male,7,2011-12-27,2017-09-30,2104,20s,2011,12,1
TTUrs62y37yktPZqKQrIguYtr0qsjCP1tOhXzQB3Twc=,4,27,male,9,2010-06-27,2017-10-02,2654,20s,2010,6,6
g1M7dkNjfKeFuxCRc864gP6scpoA2lGsyHV6SvGlADI=,15,24,male,9,2014-02-26,2017-09-30,1312,20s,2014,2,2
xdofcohUsKLo5NqXJfokQI4rilNIFks8iHdpe63v2po=,13,29,male,9,2008-08-23,2017-08-26,3290,20s,2008,8,5
xvdwjSvFs7NduG9z1ZZ0jbr0HuFW6t0rRG+JChoR/SQ=,18,31,male,9,2010-04-16,2017-09-21,2715,30s,2010,4,4
mHppTBUx9HmOqhjka/jegy3dh23sc3rMpUbb6Dxi88E=,21,29,male,9,2006-02-08,2017-09-10,4232,20s,2006,2,2
TZ4L2ubgY0JTg9ngvg90IseUhmPCaZXiraBfWLMy8ro=,13,37,male,9,2009-06-13,2017-09-16,3017,30s,2009,6,5
Bu/utjNHLfkDi+BiIN4uHUnNORA1GmNRehFNZYlbL84=,7,31,female,7,2016-02-01,2017-10-01,608,30s,2016,2,0
9IPFKPavDgfEbItqo2DCNEwBQc7j1SyFgUuX7kjihRk=,5,51,male,9,2007-06-11,2018-03-06,3921,50s,2007,6,0
BH0uoXENTHs6tapDjSYyV/2G876/gsYSLqV8bzlTl6k=,1,17,female,3,2015-05-31,2017-09-25,848,10s,2015,5,6
4E+fxSftd6JX6JPT0sdTEdRBX6CJXjcIr1mqAogDDMY=,13,21,male,9,2012-08-21,2017-10-15,1881,20s,2012,8,1
X0YQ6wpDRlPshF1f824RXWroxojzHKOJ2cxMedzATP0=,4,22,female,4,2016-09-03,2017-02-08,158,20s,2016,9,5
RieVwRwCjWpnfTu6XuwgShjYIukcTy1Ie7QlxtYth+k=,4,22,male,7,2017-02-08,2017-10-07,241,20s,2017,2,2
wb+r/H5/lwYI1RzObbrRrbwfS1Ho0McfWevVpq15pQI=,11,23,male,4,2016-11-28,2016-12-08,10,20s,2016,11,0
XsbPV9/7NY5O3eMBukIg8ucm4pcJ7NJ4V6RGUHfyYto=,22,26,male,9,2011-06-20,2017-10-31,2325,20s,2011,6,0
HfEi7Xw50AGl5fn9jWgTZX2dcZEx/mxmBMDTHlBaOgk=,13,27,female,9,2014-09-12,2017-09-07,1091,20s,2014,9,4
BuN8N8b5r/hmKoKbi8lsQDsNQh5B5wn/PDkP3fJ51nA=,1,20,male,3,2015-08-08,2017-09-16,770,10s,2015,8,5
dpKT7pWmgS8WpoLprGbSV/Vo86000knRRRoxQSarPk8=,22,21,female,4,2016-08-16,2017-06-08,296,20s,2016,8,1
nNdaIhFWwFbDDpqJYAAvyD/BK5MEHkY8MfpKFWmyl50=,22,32,female,9,2013-09-07,2018-03-28,1663,30s,2013,9,5
x+ayC2wQCcWXrlv050sq+Pd09XcvGRctAEDtbSro8Lo=,13,33,male,4,2016-11-10,2018-10-09,698,30s,2016,11,3
YoCbzSExP5FyRL4nuMpNr37xskUinlNAxhXwuagLmNw=,12,28,male,7,2012-06-09,2017-09-25,1934,20s,2012,6,5
UExwYiN34ynjMmhaW4mpEbljb0dU2OQEc+fAIC3K8+s=,1,15,female,3,2016-02-26,2016-09-12,199,10s,2016,2,4
S6iOnt9/x9BY9fner/Q64ePJduBOAOj4q8KUPpK2WK4=,13,47,male,3,2011-12-14,2017-03-14,1917,40s,2011,12,2
Si/Fa3bH2NrCIZuwAzToJNjdfkmeMK96buoETMdu2nc=,15,48,male,9,2013-07-06,2018-03-21,1719,40s,2013,7,5
NDrXTgKrNO9xJHi4VKZ1dcYxSLsh5OHm4a4Joizjyyk=,5,20,female,4,2016-01-25,2017-10-06,620,10s,2016,1,0
3+knAX4mHa176v0C7UaC2XtHP4fnM/sU8YmjSvPImik=,1,41,female,9,2007-04-27,2017-09-17,3796,40s,2007,4,4
JrvYkN9GEpURvrU5WHNh3ow/g102HB+iJrqawQcqjd8=,5,29,female,9,2011-03-31,2017-10-05,2380,20s,2011,3,3
i/mq7FUDxkwyEC2tEAE1XnJCEXqvia/ixodVU4DtRbo=,22,16,male,4,2015-11-14,2015-11-19,5,10s,2015,11,5
T+pWnBsul6z2mp1KeY3z8RU7PLtFJTV3gLPf2n4O+b8=,15,17,female,3,2016-11-14,2016-11-21,7,10s,2016,11,0
eZoyYLbQXH2O71Fi3Szacw5a8VJBCLnPS8/jqLK2sN4=,5,22,male,4,2017-01-20,2017-09-18,241,20s,2017,1,4
bGKSghFymSdJy//r4b/nFglTGMACdRvNFS5pqylWo6o=,1,15,female,4,2017-01-03,2017-01-06,3,10s,2017,1,1
Os2AqQn51gs+Z/nl28XPFwTR2o0Qsro2QAvwGIbZYLc=,22,26,male,9,2009-11-30,2018-06-17,3121,20s,2009,11,0
bheHQnNOMGMCWrJ25/rOTeZaJMnvszTaQXKjho3gKTA=,14,25,female,9,2014-04-09,2017-10-23,1293,20s,2014,4,2
BxKqK5UkWfEj6rg4jkFXfZoLw9z9FoQhMogv9dPwJl8=,14,17,male,3,2017-01-20,2017-01-23,3,10s,2017,1,4
1UO36GLp1E1JX3zbk73phfR+bEwYyMHHXvhTqiN5R8A=,5,30,male,9,2014-04-02,2017-09-09,1256,20s,2014,4,2
YalXTzjEBbJnNnD0JdilZx8V24x6BRG3L1PFZJsjsPQ=,13,29,female,9,2011-11-28,2017-09-23,2126,20s,2011,11,0
Z6WxNyg2eFAMBp/VP4LVV/1jZGZ351r5bFCl/Kw45OM=,13,24,male,9,2006-03-20,2017-09-12,4194,20s,2006,3,0
abQj3Jp4gyZQtOovZdZeXgPS9uPQhDLJK2EohLAEqf0=,5,31,unknown,9,2014-12-10,2018-03-27,1203,30s,2014,12,2
LUWDQEjytxS4pDktPf5JnakuOqFfwLSarxaz2tynjkQ=,13,44,unknown,7,2012-08-24,2017-09-07,1840,40s,2012,8,4
s50qFqVmwItK4JCdpeNAt0P6IpSW9fe7bQ3gQYrYRyo=,5,53,female,9,2013-07-14,2017-09-30,1539,50s,2013,7,6
4CF3klSp9zl5rt6JixvCigHOEXTXpBck1l0YRDZuI1U=,12,32,female,9,2009-01-06,2017-04-10,3016,30s,2009,1,1
UBPpUvD1nOIo+d1nD/ezggXyqcDCicfBYsWSXaC2MzQ=,15,29,male,9,2006-11-03,2017-10-02,3986,20s,2006,11,4
eS/5GnyaLs5vwEcg0jcNfqQrRh0pmYXwAMhlUVyzizE=,1,28,female,7,2015-08-30,2017-09-30,762,20s,2015,8,6
ld9vUACYQSbv82wvXKriThw1mEiRuR582tt9/+Tdg4w=,4,25,male,9,2011-11-04,2015-07-19,1353,20s,2011,11,4
7b6I81ZcwdLD8gAZz68oq+hwF7Bne0Oh3CKWRTYzvcU=,13,35,male,3,2013-12-17,2017-10-06,1389,30s,2013,12,1
4AacbuTp7eVBgilcT3V+jD7hM4nbZucy+v9HOvedXmI=,4,15,male,4,2016-09-25,2017-02-08,136,10s,2016,9,6
O4SMZWM/oAdnL/6T5Gzf32prguM+WjD9kGByu7TRpHE=,22,16,female,9,2015-09-20,2016-12-19,456,10s,2015,9,6
d2Me7y3L+0dy9egwkSzlJM05RB93lI754EnOaygwDHE=,6,33,male,3,2014-09-04,2017-09-17,1109,30s,2014,9,3
w3qfvARJz25mk2mXxUc/PTOX5bHFMKIEOl8CQiKLsVY=,22,26,male,9,2011-09-02,2017-10-26,2246,20s,2011,9,4
jfYnonH1NTzYo0FFqOiaeJlJNIhwwgcu2tRlw4iHdLc=,4,44,male,4,2016-12-04,2017-01-09,36,40s,2016,12,6
APq9gei6p3556+aHyKrj70QhtXFvAANyNP1zWfqE5Hw=,4,34,female,3,2015-10-18,2017-08-08,660,30s,2015,10,6
KN/rUl3Fp50+cqRoDlH2dOMr7gWrOe30BIMzFdkCmdg=,15,14,female,4,2016-04-07,2017-06-09,428,10s,2016,4,3
MXIMDXO0j3UpaT7FvOSGW6Y5zfhlh+xYjTqGoUdMzEE=,13,24,female,3,2013-07-06,2017-10-31,1578,20s,2013,7,5
J+jLxEH+i60Po/AgA4K5nXsM+rbAXPquSrJhtLNKdtY=,5,28,male,3,2013-10-01,2017-07-17,1385,20s,2013,10,1
HG3yPViNmNYSAXeo5y9xZVdqPl5LHVyDGi/1UkERuRg=,13,33,female,9,2011-12-03,2017-10-04,2132,30s,2011,12,5
QcifOMRt9E5Hxv8uKIHbdttvxycLBHII+rEiltOrkAs=,13,22,female,3,2012-05-15,2017-09-26,1960,20s,2012,5,1
2QVZVQ8VRL9WU6xhH3hAbC2Nd+v448TNMJ+0iTIGUkU=,13,24,female,9,2014-06-14,2018-02-25,1352,20s,2014,6,5
y1c/J6KNGSbAmcIFTRmzedgEPV8yqkKdtg4aDXL82So=,13,39,female,9,2006-02-23,2017-09-15,4222,30s,2006,2,3
xDEG0JNRoQWktxScVdhQJJ2PjTEP7t0A91nsdMoIZww=,15,26,male,3,2012-10-18,2017-10-19,1827,20s,2012,10,3
JvtKNwRL9xBP6OXdcgBTgKMhPsBIJdqgFH4lgJ8EgXg=,13,22,male,9,2009-04-08,2018-03-05,3253,20s,2009,4,2
8BgLzfV0TF0Utdf4L1D5qglcjTI4Ex2iuLMsqEK/gpQ=,20,29,female,9,2007-05-05,2017-06-13,3692,20s,2007,5,5
/qAla7c1s0x8MzaHjGDKCza0rHSqa7Y+/zcaWQMBpC4=,22,30,male,3,2016-08-24,2017-09-24,396,20s,2016,8,2
IgZ/XADfw5D7oOsCihSZ+GynIuuFVousZdXZRDYABz0=,22,27,female,9,2011-08-16,2017-10-05,2242,20s,2011,8,1
1W6GTeuFChcxCUwKhDBQLrsU4ssclGZp1iuuEfwwYnA=,13,52,male,7,2016-12-12,2017-09-12,274,50s,2016,12,0
+56RYeLxBY9zrcer7PzI8AGoUS2uvaF8vrBWtU4AyEM=,13,40,female,4,2016-08-27,2017-12-19,479,30s,2016,8,5
JODZPS8Y+N/kJRMXSe8ki+CUdY2QksQca28v5hVtP9A=,4,45,female,9,2006-11-08,2017-10-10,3989,40s,2006,11,2
3M8qD2JBrj4NK7kpO/i9ZEDrbjBNFGSvhxQNSiraNHI=,6,26,male,3,2014-08-08,2017-09-17,1136,20s,2014,8,4
3srAGbb/BaRLvV1d3Ra182QhOezPWy+nUPkwmt6rzS8=,1,28,female,4,2016-11-21,2017-07-14,235,20s,2016,11,0
Hjq0aoA3/xruLb9NwSF1iqTPBxz3l67zqrCS3mk9by0=,5,41,male,9,2011-11-05,2016-12-10,1862,40s,2011,11,5
sKG317kx2CwKtm4zcksZ/Y41Uh+Q9hrrNfpYyJxYnVo=,4,35,female,3,2015-03-22,2017-12-02,986,30s,2015,3,6
Xif2k0DKv/JRhuLOLjbatZAzJsNfD5eMvF39pQdru5Y=,13,25,female,3,2013-05-26,2018-07-25,1886,20s,2013,5,6
hVqWkHBKl/oSGsNhEckfehwbS/aCPY0wq3L7CY2Ixrc=,10,19,female,7,2015-08-06,2017-10-04,790,10s,2015,8,3
07W3wTaETIcQCqyGoXCyuA1BOLchTxHtYWctmwDuhT0=,5,24,female,9,2009-11-04,2017-12-01,2949,20s,2009,11,2
Ygj0zep9MDbP/dqGy6heLA6jlZC0Cki5KgMdfmDdubk=,4,30,female,3,2016-06-17,2016-06-20,3,20s,2016,6,4
yZnNzwwWB4hxC/l9RVGLo4okTv4poAytZDUFh+DcK+g=,8,34,male,7,2013-08-03,2017-07-29,1456,30s,2013,8,5
KP9C2DhtapjZuDpH3VNvtKQlI3LraMhMnkHw470H7XE=,13,43,female,9,2015-10-01,2017-09-11,711,40s,2015,10,3
j3rpBbvOIVdzf1ghUNr0vvZIrKnzI/5sCZQaDgIpcl8=,22,23,female,3,2013-11-14,2016-11-27,1109,20s,2013,11,3
loa11vIgLjtLgE4yRM90r4i1IxR1nXJVLlBor2GfMJg=,12,17,male,3,2014-11-19,2018-03-26,1223,10s,2014,11,2
M/Fk2u97Pz3Cdya86CU3QFgtyKteGuNsfABDORz9puM=,1,20,male,3,2015-02-25,2017-08-08,895,10s,2015,2,2
90LqzfxFk2M/aQNMIWrovTTiuCp9zsdSctWRtoON6gU=,4,30,male,3,2015-05-11,2016-09-10,488,20s,2015,5,0
ZGWfB6fzfYYWl5IaoTb8VAmZedceiXWQbc5RfXEdHFs=,5,27,male,3,2012-06-16,2017-09-18,1920,20s,2012,6,5
VzeaDIqXdPBwBhInUEHT1R0DPJLF4uobShhaVOdmXCM=,1,29,male,4,2016-11-12,2016-11-19,7,20s,2016,11,5
SdIbwNN6lG9FiX5BdDF4amvnTJVbwoe5yMKXZmcy46U=,12,24,male,3,2017-01-31,2017-05-20,109,20s,2017,1,1
VeQskwt+75cgZHl1XrLg2sBSZpXXKreOV0HuAH5QYUM=,1,23,male,4,2016-03-27,2017-10-03,555,20s,2016,3,6
W5ON3vO7K9r8TrQiT4nruGDRLINZqByqPHR7nGJ109g=,5,31,male,3,2012-06-23,2017-10-09,1934,30s,2012,6,5
zIN+mWrjl90iAG1C5l5u2l1fRnygujK3mtX3MDGu5L4=,15,36,female,9,2012-08-27,2017-09-13,1843,30s,2012,8,0
rbw55zQhajUt0M6T+SCZbp1yc93dQHnXIocOQyWo7fo=,22,36,male,9,2011-04-25,2018-05-18,2580,30s,2011,4,0
80XCaFoSB4bHzQ3vdB/OFOPya2iI7YdcVR5DNUro1rY=,14,23,female,7,2014-10-19,2017-09-11,1058,20s,2014,10,6
LC3teFBuQKAx00freh+CliCKSGaGaMax9AxlHvXGW1Q=,22,30,male,9,2007-08-16,2017-10-01,3699,20s,2007,8,3
pGM8k6b/Udw6L9DgGmFjyaBgU8z7Zcimtm0Ehy4V1dg=,1,23,male,4,2017-01-01,2017-01-05,4,20s,2017,1,6
bsZJwCPgMAl73SJnTDjRZHXp9tIsevGdAjx/CYPg94w=,11,25,female,4,2016-12-31,2017-01-14,14,20s,2016,12,5
w7m6ko6dojtWOmBrX2Snaimi8wbatQs7D71VsU+tUzc=,13,27,male,9,2010-10-27,2017-09-17,2517,20s,2010,10,2
f8I6+5vZD2ZumetryyOEWBulPWsvFnMVVMjbN1Pz7TQ=,5,23,male,9,2011-03-28,2017-09-07,2355,20s,2011,3,0
apenBNZJIPFm57lNMtu+Dfe+HUOeVnyIzJSvSZQjE8I=,7,19,male,3,2014-10-08,2017-03-26,900,10s,2014,10,2
hSXnUM50cuoNHJpbZoBIODk9M+cu/tmz6yVYXRbrO30=,13,26,female,9,2006-06-27,2017-09-14,4097,20s,2006,6,1
QQ/vXDGnJT8uChmB98WLAxJK6Syu8P4vJqpSzJBZ31Y=,13,30,female,9,2008-09-27,2017-10-06,3296,20s,2008,9,5
OzqSAEb/95PuAfiU7L51dW/hpVFdbq1cQgvIccARgJo=,13,30,male,9,2013-01-18,2017-09-14,1700,20s,2013,1,4
FDwc7vcdJq24JVWV7WMcPtOv6vb/4XkHLEIbXdrfXSQ=,12,30,male,9,2008-11-12,2017-09-30,3244,20s,2008,11,2
/XhRwPF08aF9hNUb/yN8Rbz6+LSghFkDoa2OX8zef48=,12,23,female,4,2016-03-25,2017-09-08,532,20s,2016,3,4
kAqjdL4rwyCBNfnwlagimCcUw9NqfPxvAWEDyKQU6Wk=,8,47,male,3,2015-02-01,2015-02-08,7,40s,2015,2,6
vRqitcgq3PVOFI5ugFNFFi0he+sSWV9+m+yTyetOuKY=,22,26,male,9,2011-08-21,2017-09-30,2232,20s,2011,8,6
gK1qxHN+UnIJr9UPajsfW2TvxykYk3GXMgGWV1WebKU=,4,25,male,4,2015-11-01,2017-10-06,705,20s,2015,11,6
Vd3GPX8wrhtMo3XGIC7QDtjmPOsFEsvDwIf8a0e/vEQ=,14,27,female,7,2016-12-26,2017-09-30,278,20s,2016,12,0
c0gWLoOSg+EhCSQvZ0SLiXV5y+7jSoShUD2SKTGwUII=,14,24,male,3,2012-09-12,2017-09-09,1823,20s,2012,9,2
bOlRN0HwE1DzL74n2hbut219SnEwMpeQSV0zyMSTx/I=,13,57,female,7,2012-10-26,2017-09-24,1794,50s,2012,10,4
yyDmZtawawvo2eqiFUlQbvmvHied65Ye+6KsMEpmoho=,6,30,female,9,2005-12-09,2017-09-12,4295,20s,2005,12,4
8DT1GWD8M8kPpkSJ3Tmeyk9nxX7nuiEx6h7SVJzTnSk=,4,39,female,9,2012-06-03,2017-09-30,1945,30s,2012,6,6
zeQ80ktHHpuDd/w7A3f+u5+eCTj/HxLB15cKVbwcVc4=,14,40,male,9,2008-09-06,2017-10-16,3327,30s,2008,9,5
YR7gmieXc8p37xI2na34K2tRyQPXRt98rV8OzF6IKJ4=,6,25,male,9,2010-09-19,2015-08-10,1786,20s,2010,9,6
GLe2Bh/Cp2z2BEByBVnGK6bCKPo0nDsIYsXElG+OmuM=,1,19,female,3,2014-03-15,2014-03-22,7,10s,2014,3,5
r6lA0IyNG+H0BI6hQRL4BmdPzxOQEF2iKdyCJ9r75Gc=,4,22,female,7,2013-04-02,2017-07-10,1560,20s,2013,4,1
solJgysfuZZQYQ57pJvtgNEIkn81YjTfh5LfrrE3g7o=,10,24,female,7,2013-11-14,2017-09-08,1394,20s,2013,11,3
wKI7ne3/MeTgpeDZ5I470QjEUy8Eecn4vYGxQVFdEHA=,1,19,female,4,2016-12-27,2017-01-30,34,10s,2016,12,1
dg0xhbA/gOk+BrjDjMo8CB1EDLVIyqYuFOS5WKP7sA0=,1,15,female,4,2017-01-15,2017-02-08,24,10s,2017,1,6
YMHbAvrBgETFZtb13cSTVO8L6caE5yZhjALq5MYb/+w=,4,35,female,9,2010-11-19,2018-03-10,2668,30s,2010,11,4
Yf63YEbiBMmdhgLqYQ9quMiu9KW6A5lkcmwfkZRtBVs=,18,22,female,9,2015-11-24,2018-03-14,841,20s,2015,11,1
wHtt8leMbl55R3J7I7FVIQAEhEmT3Of7GtKdHw/Kzv8=,4,33,female,9,2007-10-15,2017-06-09,3525,30s,2007,10,0
heSyXAdMJyw+VVPA5WRTH6ZAjXS+8saTMNLuW4qdnnI=,6,38,male,9,2011-08-11,2017-08-10,2191,30s,2011,8,3
bohRERsi5TIadlnR9nlUad69QTnvx+08nx4/bvLPJrE=,4,52,male,4,2015-10-11,2016-05-29,231,50s,2015,10,6
Lkx2ZMBFYZDbUqUZL3YkyPAYoJpDWZ44RHFHF11yHUM=,4,18,female,3,2015-05-13,2015-05-20,7,10s,2015,5,2
XfEriVkY//tcQrv1x+V6cygxdc2CQRocjg+gK8aghFo=,13,23,male,3,2012-08-17,2017-09-08,1848,20s,2012,8,4
ny6G+VcfSDFNAE+t/NU0dZtZ2Cf1tUxF15ekYUuw+aM=,13,37,female,9,2010-11-06,2018-04-17,2719,30s,2010,11,5
dIHKiF/eQyEqsm0R2YeJSJXZ8a88KllHCdcOmCqlvKU=,13,21,female,9,2014-12-06,2017-10-04,1033,20s,2014,12,5
HpvL1rTa2xfAI5Q/c2voN3i72WoCclT74icNzoiUAPc=,12,28,male,9,2013-10-08,2017-09-08,1431,20s,2013,10,1
JbHeAe/4Wl16RVEBLdWkeit8M3mg8zRygfCN58XgOug=,13,19,female,4,2016-06-15,2017-10-20,492,10s,2016,6,2
EYhT3+3eVOxUxjLlm7dNpziPOUSZ4YX9nWVmv8HD/2k=,12,27,male,9,2012-08-15,2017-09-27,1869,20s,2012,8,2
+Xb72n9Cvgf74JELTsuodcz5s6XYIKdb0DrRlj2t+TE=,5,32,female,7,2011-05-18,2017-09-18,2315,30s,2011,5,2
OCg2sosFPUsWOzKBUmh8jWJWanH8FF9RRtzWeI9waa0=,15,28,male,9,2005-11-12,2017-09-16,4326,20s,2005,11,5
gsUO+4R56UVN6nZYgYke7GC8UPifYxB0TlK/edfB+Ko=,18,41,male,9,2015-04-16,2018-05-12,1122,40s,2015,4,3
rce8yRTHwbgZ+q0gsa2mE2XNfW1T7M3GEqf/C2mUE8s=,13,22,male,7,2013-07-15,2017-10-01,1539,20s,2013,7,0
MRntkr7rM+4Wc9dZy00/PmpHYAQYqcv/hSEx2Ufh0Ew=,22,24,female,4,2016-12-12,2016-12-18,6,20s,2016,12,0
BQVrw2ye26J+qRafuswAybhAhHWn16hvHYZ2xNRsoJs=,5,30,male,9,2004-11-30,2016-11-03,4356,20s,2004,11,1
Sgmna2brHo4cY1+QLPBq1svATIp7MB7kSTUwJxyxVOQ=,14,26,male,3,2013-09-01,2017-09-30,1490,20s,2013,9,6
ZINcVcBgRdtY8kjh4F1Z105IqGqwxlX/TAMJG3QWiH0=,13,23,male,3,2014-09-24,2017-07-10,1020,20s,2014,9,2
hdtNxkpJk2kxvXLi9NkbYehC11x05ubSyQFG9VpS7Is=,1,28,male,4,2016-08-04,2016-08-25,21,20s,2016,8,3
wjuUFn9Nzn89+0kK8P9Lr7iyepfGrMPkrw8frKWN13E=,1,21,female,3,2016-12-09,2016-12-12,3,20s,2016,12,4
5WwZcxW6YFnpMiUhGOYSDCmY5R2xozgteMIKeLMSGX4=,1,39,female,4,2016-12-29,2017-08-08,222,30s,2016,12,3
GHXYdkOtO77H+3rRLO5P7GFbenNrvCrYNVJhet9JdfY=,22,36,male,9,2012-07-13,2017-10-04,1909,30s,2012,7,4
+FlIhLa9X3CCwNeQLg1bgpVxHyfRTaKeVJrCmdjWzY0=,5,47,male,9,2011-06-29,2018-10-24,2674,40s,2011,6,2
/VumrWONiEhiE+hcLDFlxmqRsvgvcDHUOfWfKDgIp38=,13,23,female,9,2010-11-26,2017-09-15,2485,20s,2010,11,4
wH0pTJ5aqKH6C5AOOMR15rhW3JWX1Qg3xrTuq8/R8+M=,4,34,male,7,2015-09-04,2017-09-19,746,30s,2015,9,4
C6UUWENfJv1wXve2HvpuQ6M4inHjgsAZ2F2zSHHKsO4=,13,24,male,3,2014-10-04,2017-02-01,851,20s,2014,10,5
RD7Vcw1IfHdHsPdOAboQ4lawtanNSwYqKhXbeO1IUmE=,22,21,male,3,2013-12-20,2017-10-01,1381,20s,2013,12,4
dghzauMZdXQAvI4h9UBQGviV/OBRkIRq7hCY6RrIf1E=,1,23,female,4,2015-10-17,2016-12-03,413,20s,2015,10,5
P4RSmiG9wVNH8b5+CifocJh5OkQmKc+076c08G68ZQc=,1,21,male,3,2014-11-13,2017-09-08,1030,20s,2014,11,3
FAyMMYnPhexQKHrR6QzuTZby2DyzfFMF4oOJX1unwLs=,4,41,male,3,2014-12-03,2018-04-21,1235,40s,2014,12,2
0oDwE3WHm7KCmhEkskGXIB4hNsoG6H/ptnf3od8gHpM=,13,31,female,9,2007-01-20,2017-09-19,3895,30s,2007,1,5
OojHA1e2QUtWvNhc90g6VeJKwTDTJeUGAIhZj2iFYEg=,5,31,female,4,2017-01-05,2017-06-09,155,30s,2017,1,3
U3AkqXzl+fLYDxdpqInf8qJiy1gJ0wm6+jtxGWSE4gQ=,13,34,male,9,2012-12-23,2017-06-16,1636,30s,2012,12,6
v9OJCNdDtO6CrnIY2oIsy9ghTgwnDD9dgqcJnEPpdDE=,22,32,male,9,2012-10-16,2017-09-27,1807,30s,2012,10,1
2FAzlbpno/iQEVMjA92mXIsiHDNIE89e72fdeMKA+dg=,13,17,male,3,2012-11-09,2017-12-14,1861,10s,2012,11,4
jm8BvIym8K11Hu1e03dmoMtZGmmoPwuZvWAgYec2GbA=,5,23,male,9,2011-11-02,2017-06-27,2064,20s,2011,11,2
ApvnQ1JCrHTH7eAKor0cf0I0I+6BmH6SNBQxlRbgqic=,14,50,male,9,2012-09-17,2017-09-30,1839,40s,2012,9,0
udOw+8tlgkv8iEiCZHYkrOoIa6sjx8rk0zaIrg1f9Ds=,5,28,female,9,2006-07-09,2018-03-12,4264,20s,2006,7,6
M0tx7Pt0oEdCdi90CGHLapFEpKeWjY9DH4AQkRFqClw=,13,33,male,3,2014-04-11,2018-02-23,1414,30s,2014,4,4
GTL+BOPh9XYo1J2+34oxZtsQRPSq8LWcILuDCyRVsAE=,1,32,male,9,2007-09-18,2017-10-03,3668,30s,2007,9,1
StsMkdr4/PcziYbzGgxPzvBpDXQ2wmKm/ROLNYy2Ypo=,5,34,female,9,2010-08-28,2016-09-10,2205,30s,2010,8,5
k5r2lCIFUn33R04/yzitWX7tTjsp/NXFQdf+BAmFins=,5,53,male,9,2007-02-25,2018-02-26,4019,50s,2007,2,6
efFT8ZMXRuulMMgfUudirs69Hhz4LDudR6olyccoe0k=,13,36,female,9,2011-11-19,2017-09-17,2129,30s,2011,11,5
E0nBZsee6bvHLEAQZWTMst/NzbbsIzpNjFR+WOBoii4=,13,21,male,3,2012-01-18,2018-06-04,2329,20s,2012,1,2
X7PHGLr7LQaZlbxKsZhJxhT8lZiO76uXT05mOejSFSQ=,5,25,female,4,2016-03-05,2017-04-07,398,20s,2016,3,5
tBi90q6XbsFfsv68o13Z+n6pJ3a8z42Gwd+YcPnhYNg=,22,20,male,3,2015-01-22,2017-09-23,975,10s,2015,1,3
sBVpMbsWDZqCVXKbZc2OtOybkfWhVzFLEE8QHHMOZos=,14,29,male,7,2011-07-29,2017-08-05,2199,20s,2011,7,4
iimBpuGf5FazCzgxD9/BBLrZmLGNUOYEyZ+RJbV7xUM=,13,25,female,9,2007-10-10,2017-09-30,3643,20s,2007,10,2
wT9/kAQ/y8d7K3h3hWgo3UToAmw6LxW+oxrohEeCw0o=,13,24,male,7,2014-07-13,2017-09-14,1159,20s,2014,7,6
OIS1yWDWSLKnucBxbFd+vzpDBrhQh8FaSOpKxAwY+j4=,22,20,male,9,2010-11-24,2017-11-04,2537,10s,2010,11,2
T1IaeeTODuXSuSJrZOetUdDG2uj8vBOiREif+arx+2I=,4,21,female,9,2014-08-10,2018-04-18,1347,20s,2014,8,6
Ul+UpO5PxuhCn040AK8gzR1A/mE/k3KbL13gO7Uc4Ts=,13,47,female,9,2006-02-01,2017-09-30,4259,40s,2006,2,2
V7qzg+WvmZTiUhQ6m7Qr/aEt47wwcKcysn08sl7N4Uo=,13,32,male,9,2010-04-21,2017-09-30,2719,30s,2010,4,2
m2u6PlGlqIcRf36iPg01s8YWPwkibkk8MYOIbWeAuqc=,22,35,male,9,2011-02-23,2017-10-02,2413,30s,2011,2,2
NtPWdGU7uTrb8OmW9s+e0FT2Pcxk3xf1Z3wNB1Uchec=,22,48,female,9,2016-12-09,2018-01-26,413,40s,2016,12,4
hFnF0Pt+yERbBOPPEeRuYmyIPYhEfU5vyeA7vhYcLIU=,1,35,female,4,2016-04-27,2017-08-09,469,30s,2016,4,2
RFpfFnAqvwVrJiuUtNifQnnLEdSB/lJXjau3oGbv7tE=,4,34,male,9,2007-12-07,2017-11-09,3625,30s,2007,12,4
dvQxbJv0LUhmjm0+YoDtPCSR83jrUFUjrhClmGhUpro=,4,21,female,4,2017-01-23,2017-01-27,4,20s,2017,1,0
cZAKiq/TULD9gcCvst7CJVnudTUeIclqAfYMpZQjXsg=,13,20,male,9,2011-02-14,2018-01-28,2540,10s,2011,2,0
